customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_numeric,TotalServices,TenureGroup,AvgMonthlySpend,SupportCount,SpendTrend,tenure_score,charges_score,services_score,value_score,ValueTier,ChurnProbability,RiskCategory
6048-NJXHX,1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,899.45,0,0,1,1,21.93780487804878,0,-2.18780487804878,1,0,0,1,Low,0.009439715339331033,Low Risk
2320-SLKMB,0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,1183.8,0,0,3,1,45.53076923076923,2,-1.0807692307692278,1,0,1,2,Low,0.3261469506767282,Medium Risk
4980-URKXC,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,720.05,0,0,1,1,20.001388888888886,0,0.848611111111115,1,0,0,1,Low,0.016984755143949946,Low Risk
4376-KFVRS,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8468.2,0,0,8,2,117.6138888888889,3,-3.563888888888897,2,2,2,6,High,0.045698881359209347,Low Risk
5886-VLQVU,1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,3161.2,0,0,4,1,90.32,1,-0.46999999999999886,1,2,1,4,Medium,0.38032524667221324,Medium Risk
3577-AMVUX,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,55.05,0,0,3,3,55.05,2,0.0,0,1,1,2,Low,0.3299867374201487,Medium Risk
0771-WLCLA,0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,1882.55,0,0,7,0,117.659375,3,-4.709374999999994,1,2,2,5,High,0.463006307315378,Medium Risk
5628-RKIFK,0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,5070.4,0,0,5,2,103.47755102040816,1,-1.9275510204081598,2,2,2,6,High,0.4468163431873153,Medium Risk
0206-TBWLC,0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,6049.5,0,0,8,2,112.02777777777777,3,2.6222222222222342,2,2,2,6,High,0.1788846038639914,Low Risk
2937-FTHUR,0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,64.8,1166.7,0,0,4,0,64.81666666666666,1,-0.01666666666666572,1,1,1,3,Medium,0.17722387970525175,Low Risk
1910-FMXJM,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2937.65,0,0,2,1,81.60138888888889,0,-1.2013888888888857,1,1,0,2,Low,0.36800989908675374,Medium Risk
7752-XUSCI,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1,1,6,2,106.6075,1,-0.707499999999996,2,2,2,6,High,0.4918492761294759,Medium Risk
4110-PFEUZ,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1,1,1,3,69.55,0,0.0,0,1,0,1,Low,0.6464537738369504,Medium Risk
0732-OCQOC,0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,1270.25,0,0,2,2,24.427884615384617,0,0.622115384615384,2,0,0,2,Low,0.007026300960046151,Low Risk
5168-MSWXT,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,759.55,0,0,4,3,94.94375,1,-0.19374999999999432,0,2,1,3,Medium,0.7155183896455561,High Risk
1090-ESELR,1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,7611.55,0,0,6,2,105.71597222222222,2,-0.21597222222222,2,2,2,6,High,0.020047151422799076,Low Risk
8592-PLTMQ,0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1642.75,0,0,2,2,25.66796875,0,-0.9679687500000007,2,0,0,2,Low,0.011490544750337377,Low Risk
5760-WRAHC,0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,1545.4,0,0,5,0,70.24545454545455,3,-0.4954545454545496,1,1,2,4,Medium,0.16938430294206758,Low Risk
8847-GEOOQ,1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,3582.4,0,0,5,2,59.70666666666667,2,0.4933333333333323,2,1,2,5,High,0.1595048977505392,Low Risk
0256-LTHVJ,0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1,1,2,1,79.53928571428571,0,1.5107142857142861,1,1,0,2,Low,0.4257262209004099,Medium Risk
4785-FCIFB,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,24.4,1417.9,0,0,2,2,23.24426229508197,0,1.1557377049180282,2,0,0,2,Low,0.005546899663773573,Low Risk
8313-NDOIA,0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2494.65,0,0,6,0,103.94375000000001,1,0.20624999999999716,1,2,2,5,High,0.60475461678671,Medium Risk
5149-CUZUJ,1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2768.35,0,0,5,1,98.86964285714285,2,-5.969642857142844,1,2,2,5,High,0.11907035609383977,Low Risk
0942-KOWSM,0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,2369.3,0,0,6,1,78.97666666666667,2,1.8233333333333235,1,1,2,4,Medium,0.027823816657909478,Low Risk
4237-CLSMM,1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,38.0,0,0,1,3,19.0,0,1.0,0,0,0,0,Low,0.21582343644723753,Low Risk
1452-VOQCH,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,0,0,2,3,75.1,0,0.0,0,1,0,1,Low,0.7501422120065534,High Risk
4719-UMSIY,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,100.9,0,0,1,3,16.816666666666666,0,2.833333333333332,0,0,0,0,Low,0.14885483915080736,Low Risk
6614-VBEGU,0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,1614.05,0,0,4,0,67.25208333333333,0,2.1979166666666714,1,1,1,3,Medium,0.2522901726927579,Low Risk
0880-TKATG,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1,1,5,3,96.475,1,4.675000000000011,0,2,2,4,Medium,0.7431385728700107,High Risk
3811-VBYBZ,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1,1,5,3,96.17857142857143,0,3.6214285714285666,0,2,2,4,Medium,0.7810721675047146,High Risk
1480-BKXGA,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8404.9,0,0,8,2,116.73472222222222,3,-0.68472222222222,2,2,2,6,High,0.06592069148922253,Low Risk
2996-XAUVF,1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2799.75,0,0,2,2,39.996428571428574,1,0.053571428571423496,2,0,0,2,Low,0.020775827271023173,Low Risk
9076-AXYIK,1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,6538.45,0,0,6,2,102.16328125,2,-0.06328125000000284,2,2,2,6,High,0.09392780311154099,Low Risk
5968-XQIVE,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,6588.95,0,0,4,2,91.51319444444444,0,-1.8131944444444343,2,2,1,5,High,0.12754969335502597,Low Risk
8896-RAZCR,0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,868.1,0,0,1,1,19.729545454545455,0,0.1704545454545432,1,0,0,1,Low,0.005292775572504597,Low Risk
4640-UHDOS,0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,1,1,2,0,56.48846153846154,0,-0.5384615384615401,0,1,0,1,Low,0.23115086910497487,Low Risk
4933-IKULF,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,330.6,0,0,1,0,19.447058823529414,0,1.2029411764705848,1,0,0,1,Low,0.047359688691510506,Low Risk
3583-EKAPL,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1,1,2,3,55.0,0,0.0,0,1,0,1,Low,0.5414851799066928,Medium Risk
1304-BCCFO,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4,0,0,4,3,62.71111111111111,1,7.338888888888889,0,1,1,2,Low,0.5561447350736486,Medium Risk
4104-PVRPS,1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,1315.35,0,0,3,0,54.80625,2,-1.2062499999999972,1,1,1,3,Medium,0.07401736646312992,Low Risk
9399-APLBT,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,1,2,3,74.7,0,0.0,0,1,0,1,Low,0.5980361320976517,Medium Risk
2359-KMGLI,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,1,3,0,77.5625,0,2.6875,1,1,1,3,Medium,0.42219294416771924,Medium Risk
3780-DDGSE,1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2747.2,0,0,5,1,78.49142857142857,1,-2.441428571428574,1,1,2,4,Medium,0.18297608114453287,Low Risk
4431-EDMIQ,0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,554.05,0,0,6,3,79.14999999999999,3,-3.4499999999999886,0,1,2,3,Medium,0.2373063926843212,Low Risk
0306-JAELE,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,1,4,3,90.67999999999999,1,5.420000000000002,0,2,1,3,Medium,0.6819124678078305,Medium Risk
6227-HWPWX,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1,1,1,0,66.32,0,2.680000000000007,1,1,0,2,Low,0.29902360414664303,Low Risk
0486-LGCCH,1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,225.75,0,0,1,3,20.522727272727273,0,-0.8727272727272748,0,0,0,0,Low,0.028673067282388845,Low Risk
0447-BEMNG,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145.0,1,1,3,1,44.6875,2,0.6124999999999972,2,0,1,3,Medium,0.15668302206278784,Low Risk
4612-SSVHJ,0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,1671.6,0,0,2,0,83.58,0,-2.1299999999999955,1,1,0,2,Low,0.5657886352600845,Medium Risk
5168-MQQCA,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,8003.8,0,0,7,2,111.16388888888889,2,-2.6638888888888914,2,2,2,6,High,0.15972005065366685,Low Risk
5949-XIKAE,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1,1,3,3,85.00625,0,-1.4562499999999972,0,1,1,2,Low,0.6189679495014718,Medium Risk
7971-HLVXI,1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,6130.85,0,0,3,2,85.15069444444445,0,-0.6506944444444542,2,2,1,5,High,0.05842680213122595,Low Risk
9094-AZPHK,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,1415.0,0,0,5,0,94.33333333333333,0,5.816666666666677,1,2,2,5,High,0.6393494033551368,Medium Risk
3649-JPUGY,1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,6201.95,0,0,7,2,86.13819444444444,2,2.461805555555557,2,2,2,6,High,0.024546261578587435,Low Risk
8372-JUXUI,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1,1,2,3,74.35,0,0.0,0,1,0,1,Low,0.6975059007281459,Medium Risk
3552-CTCYF,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25,0,0,6,2,104.71825396825396,1,0.0817460317460359,2,2,2,6,High,0.10027205408613746,Low Risk
6778-YSNIH,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,59.0,114.15,0,0,3,3,57.075,0,1.9249999999999972,0,1,1,2,Low,0.5007799268112422,Medium Risk
0388-EOPEX,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,1,1,2,3,69.7,1,4.700000000000003,0,1,0,1,Low,0.567829601728128,Medium Risk
5756-OZRIO,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3902.6,0,0,4,2,63.97704918032787,0,0.0729508196721298,2,1,1,4,Medium,0.053085939436112374,Low Risk
6579-JPICP,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4,0,0,1,3,20.4,0,0.0,0,0,0,0,Low,0.22489837771111545,Low Risk
8205-OTCHB,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,1,3,0,41.07272727272727,1,2.6772727272727295,1,0,1,2,Low,0.17648242536918188,Low Risk
4134-BSXLX,1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1785.65,0,0,4,1,63.77321428571429,2,-2.8732142857142904,1,1,1,3,Medium,0.07230360344779733,Low Risk
0505-SPOOW,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1397.65,0,0,1,2,19.966428571428573,0,-0.16642857142857181,2,0,0,2,Low,0.002221740783635461,Low Risk
6235-VDHOM,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1,1,1,3,26.21,0,2.2399999999999984,0,0,0,0,Low,0.5615448989750461,Medium Risk
7783-YKGDV,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1,1,6,3,103.20416666666667,2,-3.504166666666663,0,2,2,4,Medium,0.5943379336774018,Medium Risk
4374-YMUSQ,1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,116.25,3899.05,0,0,8,1,114.6779411764706,3,1.572058823529403,1,2,2,5,High,0.16397801954014107,Low Risk
4513-CXYIX,0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,5676.0,0,0,3,2,79.94366197183099,1,0.7563380281690115,2,1,1,4,Medium,0.04567565512671842,Low Risk
3957-HHLMR,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,0,0,4,2,64.90214285714285,1,0.29785714285715414,2,1,1,4,Medium,0.021336691796295895,Low Risk
7803-XOCCZ,0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8,0,0,4,2,83.20769230769231,3,0.8423076923076849,2,2,1,5,High,0.10778365931339998,Low Risk
5736-YEJAX,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,0,0,7,2,79.74710144927536,3,-0.29710144927535964,2,1,2,5,High,0.009367281988994527,Low Risk
5609-CEBID,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1,1,5,0,89.12,1,4.97999999999999,1,2,2,5,High,0.5780442362808226,Medium Risk
8981-FJGLA,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,851.8,0,0,3,3,77.43636363636364,1,0.5636363636363626,0,1,1,2,Low,0.6405210999033397,Medium Risk
7218-HKQFK,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1,1,4,3,83.75,1,10.450000000000003,0,2,1,3,Medium,0.6807321807790829,Medium Risk
4636-QRJKY,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1,1,3,3,83.80833333333334,1,-3.308333333333337,0,1,1,2,Low,0.5915255441547753,Medium Risk
1135-LMECX,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0,0,1,3,19.85,0,0.0,0,0,0,0,Low,0.2302339333948024,Low Risk
4332-MUOEZ,1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,1818.3,0,0,5,0,90.91499999999999,3,3.385000000000005,1,2,2,5,High,0.10670607728488425,Low Risk
8535-SFUTN,1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15,0,0,6,2,103.2811475409836,2,3.1688524590164064,2,2,2,6,High,0.3889964930655637,Medium Risk
5956-VKDTT,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,1,1,2,3,66.96000000000001,0,7.389999999999986,0,1,0,1,Low,0.7564644803927696,High Risk
8677-HDZEE,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,5916.95,0,0,6,2,105.65982142857142,1,-0.2098214285714164,2,2,2,6,High,0.3664641324362943,Medium Risk
2475-MROZF,1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2852.4,0,0,6,1,95.08,3,-0.0799999999999983,1,2,2,5,High,0.24124871895899827,Low Risk
9412-GHEEC,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1,1,6,1,103.29875,2,1.5012499999999989,1,2,2,5,High,0.37691671037269603,Medium Risk
3482-ABPKK,0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,1546.3,0,0,3,1,55.225,2,-0.9250000000000043,1,1,1,3,Medium,0.03727460555792611,Low Risk
6705-LXORM,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6,0,0,1,3,60.52,0,9.529999999999994,0,1,0,1,Low,0.6299448775032422,Medium Risk
0257-ZESQC,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1,1,2,1,71.4574074074074,1,3.742592592592601,1,1,0,2,Low,0.31845197748370246,Medium Risk
7531-GQHME,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45,0,0,1,3,22.120833333333334,0,-2.070833333333333,0,0,0,0,Low,0.13945504132540656,Low Risk
5174-ITUMV,1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,6989.45,0,0,6,2,104.32014925373134,1,1.0798507462686615,2,2,2,6,High,0.20570464141471742,Low Risk
4109-CYRBD,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,1442.0,0,0,2,1,49.724137931034484,0,1.8758620689655174,1,1,0,2,Low,0.29151857862753155,Low Risk
0913-XWSCN,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,4713.4,0,0,3,2,85.69818181818181,0,-0.19818181818180847,2,2,1,5,High,0.2708276965463619,Low Risk
6825-UYPFK,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1,1,2,0,76.4608695652174,0,-0.8608695652173992,1,1,0,2,Low,0.3947396502436363,Medium Risk
8397-MVTAZ,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0,1,1,5,1,102.3529411764706,1,-2.302941176470597,1,2,2,5,High,0.6300890909034252,Medium Risk
0750-EBAIU,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3,0,0,4,2,91.12115384615385,2,0.12884615384615472,2,2,1,5,High,0.12056258829922442,Low Risk
8606-CIQUL,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,0,0,8,2,116.6548611111111,3,-0.9048611111111029,2,2,2,6,High,0.05538422070058846,Low Risk
3571-DPYUH,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,5430.35,0,0,5,2,93.62672413793103,1,1.073275862068968,2,2,2,6,High,0.1146101925794595,Low Risk
7601-GNDYK,1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,19.6,686.95,0,0,1,1,19.627142857142857,0,-0.027142857142855803,1,0,0,1,Low,0.0074244583482780185,Low Risk
0356-OBMAC,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,0,0,6,2,101.89821428571429,2,-1.9982142857142833,2,2,2,6,High,0.09638043406519298,Low Risk
8067-NIOYM,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,21.1,490.65,0,0,1,0,20.443749999999998,0,0.6562500000000036,1,0,0,1,Low,0.012354399958211673,Low Risk
1403-GYAFU,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1360.25,0,0,1,2,19.432142857142857,0,0.6178571428571438,2,0,0,2,Low,0.0017625587756024557,Low Risk
4234-XTNEA,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,174.45,0,0,2,3,87.225,0,-7.2749999999999915,0,1,0,1,Low,0.7542465878562777,High Risk
1297-VQDRP,1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,7379.8,0,0,6,2,108.5264705882353,2,-1.3764705882352928,2,2,2,6,High,0.20285929666992458,Low Risk
9282-IZGQK,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0,1,1,3,3,85.0,0,0.0,0,2,1,3,Medium,0.8008787147744373,High Risk
5348-CAGXB,1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,1021.75,0,0,4,3,85.14583333333333,1,4.404166666666669,0,2,1,3,Medium,0.7404497043511392,High Risk
0621-HJWXJ,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,0,0,3,2,79.82619047619048,0,1.7238095238095212,2,1,1,4,Medium,0.23929774323330044,Low Risk
5844-QVTAT,0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,3,58.45,1955.4,0,0,4,1,59.25454545454546,2,-0.8045454545454547,1,1,1,3,Medium,0.0425637050259269,Low Risk
8905-IAZPF,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,0,0,4,2,97.74202898550725,0,-2.092028985507241,2,2,1,5,High,0.17212858078099094,Low Risk
5394-MEITZ,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,0,0,6,2,82.445,2,-1.8449999999999989,2,1,2,5,High,0.019236789122573265,Low Risk
6859-QNXIQ,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,8248.5,0,0,8,2,114.5625,3,-1.4625000000000057,2,2,2,6,High,0.04105682233902549,Low Risk
2782-LFZVW,0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,58.95,601.6,0,0,3,3,54.690909090909095,0,4.259090909090908,0,1,1,2,Low,0.544491654838062,Medium Risk
2866-IKBTM,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0,0,1,3,19.55,0,0.0,0,0,0,0,Low,0.22891915133772647,Low Risk
1342-JPNKI,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1,1,3,3,83.41,0,2.6400000000000006,0,2,1,3,Medium,0.7323545963233451,High Risk
2817-NTQDO,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0,1,1,3,0,45.92307692307692,2,-0.37307692307692264,0,0,1,1,Low,0.28442266913340086,Low Risk
7129-AZJDE,1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2647.2,0,0,2,1,77.85882352941177,0,1.0911764705882376,1,1,0,2,Low,0.17901723292368713,Low Risk
6986-IJDHX,1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1,1,3,1,83.74358974358974,0,2.5564102564102598,1,2,1,4,Medium,0.3309425439810806,Medium Risk
2560-PPCHE,0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,105.05,6744.25,0,0,6,2,103.75769230769231,1,1.2923076923076877,2,2,2,6,High,0.16461019647718125,Low Risk
4676-MQUEA,1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,0,0,6,2,105.31,2,-3.4099999999999966,2,2,2,6,High,0.22314165455737675,Low Risk
8138-EALND,1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.75,311.6,0,0,1,0,20.773333333333333,0,-1.0233333333333334,1,0,0,1,Low,0.08711823501246001,Low Risk
3580-HYCSP,1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,7966.9,0,0,7,2,110.65138888888889,2,-0.3513888888888914,2,2,2,6,High,0.05867719605445784,Low Risk
1352-HNSAW,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,0,0,8,2,114.17222222222222,3,1.4277777777777771,2,2,2,6,High,0.04218405070853746,Low Risk
2075-PUEPR,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1153.25,0,0,1,2,20.96818181818182,0,-1.6181818181818173,2,0,0,2,Low,0.003181785526888222,Low Risk
1982-FEBTD,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,25.6,514.75,0,0,2,0,22.380434782608695,0,3.219565217391306,1,0,0,1,Low,0.017153644821007015,Low Risk
5301-GAUUY,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15,1,1,3,1,81.1296875,0,-0.7796875000000085,1,1,1,3,Medium,0.38761800872460683,Medium Risk
5791-KAJFD,0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3808.0,0,0,5,2,68.0,2,0.75,2,1,2,5,High,0.04396737236660227,Low Risk
2654-VBVPB,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19.9,0,0,1,3,19.9,0,0.0,0,0,0,0,Low,0.19699716433524397,Low Risk
1154-HYWWO,1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,70.6,2708.2,0,0,5,1,71.26842105263158,2,-0.6684210526315866,1,1,2,4,Medium,0.03331064592979036,Low Risk
2501-XWWTZ,1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,760.05,0,0,1,3,69.09545454545454,0,1.104545454545459,0,1,0,1,Low,0.5445488451651623,Medium Risk
3716-UVSPD,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,49.3,0,0,2,3,49.3,1,0.0,0,0,0,0,Low,0.3690420807049274,Medium Risk
6815-ABQFQ,1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,6033.3,0,0,6,2,107.7375,1,-0.48749999999999716,2,2,2,6,High,0.23393575464892938,Low Risk
7343-EOBEU,1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,89.05,0,0,2,3,29.683333333333334,0,-6.083333333333332,0,0,0,0,Low,0.3313762729307822,Medium Risk
3701-SFMUH,1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,516.15,0,0,4,3,73.73571428571428,1,-4.035714285714278,0,1,1,2,Low,0.32561347746993535,Medium Risk
6103-LIANB,1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,5861.75,0,0,5,2,99.35169491525424,1,0.14830508474575765,2,2,2,6,High,0.127591507145868,Low Risk
7319-VENRZ,1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,445.95,0,0,4,3,63.707142857142856,2,0.5928571428571416,0,1,1,2,Low,0.3040814488769695,Medium Risk
5846-NEQVZ,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,0,0,5,2,70.04788732394366,3,0.8021126760563391,2,1,2,5,High,0.006561131943578252,Low Risk
6967-QIQRV,1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,101.9,1667.25,0,0,5,0,111.15,2,-9.25,1,2,2,5,High,0.1693929187365029,Low Risk
5781-RFZRP,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,0,0,6,2,75.46126760563381,2,-1.9612676056338074,2,1,2,5,High,0.007943729083179092,Low Risk
